method,wave_number,original_operator,assigned_zone,assigned_worker,released_at_seconds,started_at_seconds,finished_at_seconds,release_delay_seconds,pick_tasks,pick_units,physical_zone_count
equal,33226,Operator_17,Z01,EQUAL:Z01:W02,14400.0,14561.563333333335,14709.212999999985,161.56333333333532,24,24.0,4
equal,33248,Operator_02,Z04,EQUAL:Z04:W02,14400.0,14566.643333333337,14704.192333333323,166.64333333333707,24,24.0,3
equal,33254,Operator_02,Z03,EQUAL:Z03:W02,14400.0,14575.53333333334,14717.431333333325,175.53333333334012,24,24.0,4
equal,33249,Operator_19,Z04,EQUAL:Z04:W01,14400.0,14578.073333333341,14761.539666666647,178.073333333341,24,24.0,4
equal,33227,Operator_17,Z01,EQUAL:Z01:W01,14400.0,14603.159999999996,14764.079666666648,203.15999999999622,24,24.0,4
equal,33259,Operator_18,Z02,EQUAL:Z02:W01,14400.0,14608.657666666677,14771.699666666651,208.65766666667696,24,24.0,4
equal,33250,Operator_02,Z04,EQUAL:Z04:W02,14400.0,14704.192333333323,14847.808999999996,304.1923333333234,24,24.0,4
equal,33228,Operator_18,Z01,EQUAL:Z01:W02,14400.0,14709.212999999985,14852.888999999997,309.2129999999852,24,24.0,4
equal,33256,Operator_02,Z03,EQUAL:Z03:W02,14400.0,14717.431333333325,14842.728999999994,317.4313333333248,24,24.0,3
equal,33258,Operator_02,Z03,EQUAL:Z03:W01,14400.0,14729.648666666635,14845.268999999995,329.6486666666351,21,21.0,4
equal,33251,Operator_14,Z04,EQUAL:Z04:W01,14400.0,14761.539666666647,14884.00099999998,361.53966666664746,24,24.0,4
equal,33229,Operator_14,Z01,EQUAL:Z01:W01,14400.0,14764.079666666648,14906.496999999994,364.07966666664834,24,24.0,3
equal,33252,Operator_18,Z04,EQUAL:Z04:W02,14400.0,14847.808999999996,15003.879999999992,447.80899999999565,24,24.0,4
equal,33230,Operator_18,Z01,EQUAL:Z01:W02,14400.0,14852.888999999997,14990.420999999982,452.8889999999974,24,24.0,3
equal,33253,Operator_02,Z04,EQUAL:Z04:W01,14400.0,14884.00099999998,15020.584666666653,484.0009999999802,24,24.0,3
equal,33231,Operator_19,Z01,EQUAL:Z01:W01,14400.0,14906.496999999994,15030.609333333321,506.49699999999393,24,24.0,3
equal,33232,Operator_19,Z01,EQUAL:Z01:W02,14400.0,14990.420999999982,15128.009333333315,590.4209999999821,24,24.0,3
equal,33255,Operator_02,Z04,EQUAL:Z04:W02,14400.0,15003.879999999992,15119.610333333329,603.8799999999919,24,24.0,3
equal,33257,Operator_18,Z04,EQUAL:Z04:W01,14400.0,15020.584666666653,15146.29733333332,620.584666666653,24,24.0,4
equal,33233,Operator_14,Z01,EQUAL:Z01:W01,14400.0,15030.609333333321,15207.65499999998,630.609333333321,24,24.0,4
equal,33236,Operator_19,Z01,EQUAL:Z01:W02,14400.0,15128.009333333315,15313.377999999973,728.0093333333152,24,24.0,4
equal,33237,Operator_14,Z01,EQUAL:Z01:W01,14400.0,15207.65499999998,15368.515666666644,807.6549999999806,24,24.0,4
equal,33239,Operator_18,Z01,EQUAL:Z01:W02,14400.0,15313.377999999973,15443.54399999997,913.3779999999733,24,24.0,3
equal,33240,Operator_14,Z01,EQUAL:Z01:W01,14400.0,15368.515666666644,15469.169666666638,968.5156666666444,24,24.0,1
equal,33241,Operator_19,Z01,EQUAL:Z01:W02,14400.0,15443.54399999997,15608.677333333295,1043.5439999999708,24,24.0,4
equal,33243,Operator_19,Z01,EQUAL:Z01:W01,14400.0,15469.169666666638,15644.420666666627,1069.1696666666376,24,24.0,4
equal,33244,Operator_18,Z01,EQUAL:Z01:W02,14400.0,15608.677333333295,15711.453666666626,1208.6773333332949,24,24.0,1
equal,33245,Operator_02,Z01,EQUAL:Z01:W01,14400.0,15644.420666666627,15767.231999999954,1244.4206666666269,22,22.0,3
equal,33246,Operator_18,Z01,EQUAL:Z01:W02,14400.0,15711.453666666626,15904.789666666607,1311.4536666666263,24,24.0,4
equal,33262,Operator_19,Z01,EQUAL:Z01:W01,14400.0,15767.231999999954,15902.249666666607,1367.2319999999545,12,12.0,4
volume_proportional,33168,Operator_02,Z02,VOLUME_PROPORTIONAL:Z02:W01,0.0,0.0,223.41199999999952,0.0,24,24.0,4
volume_proportional,33169,Operator_08,Z02,VOLUME_PROPORTIONAL:Z02:W02,0.0,0.0,151.38633333333334,0.0,24,24.0,3
volume_proportional,33170,Operator_08,Z04,VOLUME_PROPORTIONAL:Z04:W01,0.0,0.0,182.7636666666665,0.0,23,23.0,4
volume_proportional,33171,Operator_04,Z01,VOLUME_PROPORTIONAL:Z01:W01,0.0,0.0,156.7626666666665,0.0,24,24.0,4
volume_proportional,33172,Operator_19,Z01,VOLUME_PROPORTIONAL:Z01:W02,0.0,0.0,168.19266666666647,0.0,24,24.0,4
volume_proportional,33173,Operator_14,Z03,VOLUME_PROPORTIONAL:Z03:W01,0.0,0.0,124.66266666666672,0.0,24,24.0,3
volume_proportional,33175,Operator_14,Z04,VOLUME_PROPORTIONAL:Z04:W02,0.0,0.0,165.65266666666648,0.0,24,24.0,3
volume_proportional,33179,Operator_02,Z01,VOLUME_PROPORTIONAL:Z01:W03,60.0,60.0,231.82499999999945,0.0,24,24.0,3
volume_proportional,33174,Operator_17,Z03,VOLUME_PROPORTIONAL:Z03:W01,0.0,124.66266666666672,213.51133333333314,124.66266666666672,24,24.0,2
volume_proportional,33176,Operator_19,Z02,VOLUME_PROPORTIONAL:Z02:W02,0.0,151.38633333333334,274.91166666666646,151.38633333333334,24,24.0,2
volume_proportional,33182,Operator_02,Z01,VOLUME_PROPORTIONAL:Z01:W01,60.0,156.7626666666665,384.60566666666404,96.76266666666649,24,24.0,4
volume_proportional,33177,Operator_08,Z04,VOLUME_PROPORTIONAL:Z04:W02,0.0,165.65266666666648,287.831999999999,165.65266666666648,24,24.0,3
volume_proportional,33186,Operator_02,Z01,VOLUME_PROPORTIONAL:Z01:W02,60.0,168.19266666666647,331.8923333333317,108.19266666666647,24,24.0,4
volume_proportional,33180,Operator_14,Z04,VOLUME_PROPORTIONAL:Z04:W01,60.0,182.7636666666665,345.8623333333317,122.7636666666665,24,24.0,4
volume_proportional,33178,Operator_14,Z03,VOLUME_PROPORTIONAL:Z03:W01,0.0,213.51133333333314,340.7823333333317,213.51133333333314,17,17.0,4
volume_proportional,33183,Operator_18,Z02,VOLUME_PROPORTIONAL:Z02:W01,60.0,223.41199999999952,427.1533333333302,163.41199999999952,24,24.0,4
volume_proportional,33188,Operator_17,Z01,VOLUME_PROPORTIONAL:Z01:W03,60.0,231.82499999999945,350.94233333333176,171.82499999999945,24,24.0,3
volume_proportional,33187,Operator_19,Z02,VOLUME_PROPORTIONAL:Z02:W02,60.0,274.91166666666646,473.9173333333303,214.91166666666646,24,24.0,4
volume_proportional,33185,Operator_17,Z04,VOLUME_PROPORTIONAL:Z04:W02,60.0,287.831999999999,453.8486666666633,227.83199999999903,24,24.0,4
volume_proportional,33189,Operator_02,Z01,VOLUME_PROPORTIONAL:Z01:W02,60.0,331.8923333333317,465.0273333333303,271.8923333333317,24,24.0,4
volume_proportional,33181,Operator_19,Z03,VOLUME_PROPORTIONAL:Z03:W01,60.0,340.7823333333317,528.1039999999956,280.7823333333317,24,24.0,4
volume_proportional,33204,Operator_14,Z04,VOLUME_PROPORTIONAL:Z04:W01,60.0,345.8623333333317,533.1839999999955,285.8623333333317,24,24.0,4
volume_proportional,33190,Operator_06,Z01,VOLUME_PROPORTIONAL:Z01:W03,60.0,350.94233333333176,515.0399999999959,290.94233333333176,24,24.0,4
volume_proportional,33192,Operator_04,Z01,VOLUME_PROPORTIONAL:Z01:W01,60.0,384.60566666666404,579.4033333333279,324.60566666666404,24,24.0,4
volume_proportional,33191,Operator_14,Z02,VOLUME_PROPORTIONAL:Z02:W01,60.0,427.1533333333302,544.8763333333284,367.1533333333302,14,14.0,4
volume_proportional,33205,Operator_02,Z04,VOLUME_PROPORTIONAL:Z04:W02,60.0,453.8486666666633,602.7289999999938,393.8486666666633,24,24.0,4
volume_proportional,33203,Operator_19,Z01,VOLUME_PROPORTIONAL:Z01:W02,60.0,465.0273333333303,639.79866666666,405.0273333333303,24,24.0,4
volume_proportional,33193,Operator_02,Z02,VOLUME_PROPORTIONAL:Z02:W02,60.0,473.9173333333303,656.4723333333263,413.9173333333303,24,24.0,4
volume_proportional,33209,Operator_14,Z01,VOLUME_PROPORTIONAL:Z01:W03,120.0,515.0399999999959,665.3623333333262,395.03999999999587,24,24.0,4
volume_proportional,33184,Operator_19,Z03,VOLUME_PROPORTIONAL:Z03:W01,60.0,528.1039999999956,710.9466666666592,468.1039999999956,24,24.0,4
volume_proportional,33208,Operator_17,Z04,VOLUME_PROPORTIONAL:Z04:W01,120.0,533.1839999999955,712.0586666666586,413.18399999999554,24,24.0,4
volume_proportional,33195,Operator_14,Z02,VOLUME_PROPORTIONAL:Z02:W01,60.0,544.8763333333284,721.1066666666591,484.8763333333284,24,24.0,3
volume_proportional,33210,Operator_06,Z01,VOLUME_PROPORTIONAL:Z01:W01,120.0,579.4033333333279,713.4866666666592,459.40333333332785,24,24.0,3
volume_proportional,33211,Operator_19,Z04,VOLUME_PROPORTIONAL:Z04:W02,120.0,602.7289999999938,726.186666666659,482.7289999999938,24,24.0,3
volume_proportional,33212,Operator_02,Z01,VOLUME_PROPORTIONAL:Z01:W02,120.0,639.79866666666,772.580999999992,519.79866666666,24,24.0,3
volume_proportional,33196,Operator_17,Z02,VOLUME_PROPORTIONAL:Z02:W02,60.0,656.4723333333263,823.5359999999895,596.4723333333263,24,24.0,4
volume_proportional,33214,Operator_14,Z01,VOLUME_PROPORTIONAL:Z01:W03,120.0,665.3623333333262,793.6119999999914,545.3623333333262,24,24.0,4
volume_proportional,33213,Operator_06,Z04,VOLUME_PROPORTIONAL:Z04:W01,120.0,712.0586666666586,821.1906666666582,592.0586666666586,24,24.0,2
volume_proportional,33217,Operator_17,Z01,VOLUME_PROPORTIONAL:Z01:W01,120.0,713.4866666666592,849.3903333333233,593.4866666666592,20,20.0,4
volume_proportional,33197,Operator_19,Z02,VOLUME_PROPORTIONAL:Z02:W01,60.0,721.1066666666591,887.6906666666555,661.1066666666591,24,24.0,3
volume_proportional,33215,Operator_06,Z04,VOLUME_PROPORTIONAL:Z04:W02,120.0,726.186666666659,877.8719999999893,606.186666666659,24,24.0,4
volume_proportional,33198,Operator_18,Z02,VOLUME_PROPORTIONAL:Z02:W02,60.0,823.5359999999895,954.8816666666543,763.5359999999895,24,24.0,3
volume_proportional,33199,Operator_04,Z02,VOLUME_PROPORTIONAL:Z02:W01,60.0,887.6906666666555,1033.0709999999865,827.6906666666555,24,24.0,3
volume_proportional,33200,Operator_17,Z02,VOLUME_PROPORTIONAL:Z02:W02,60.0,954.8816666666543,1088.2339999999883,894.8816666666543,22,22.0,3
volume_proportional,33207,Operator_06,Z02,VOLUME_PROPORTIONAL:Z02:W01,120.0,1033.0709999999865,1193.6746666666597,913.0709999999865,24,24.0,3
volume_proportional,33220,Operator_18,Z02,VOLUME_PROPORTIONAL:Z02:W02,14400.0,14400.0,14554.956333333326,0.0,19,19.0,4
volume_proportional,33221,Operator_02,Z03,VOLUME_PROPORTIONAL:Z03:W01,14400.0,14400.0,14548.956333333326,0.0,24,24.0,4
volume_proportional,33223,Operator_19,Z01,VOLUME_PROPORTIONAL:Z01:W02,14400.0,14400.0,14560.036333333328,0.0,24,24.0,3
volume_proportional,33225,Operator_02,Z01,VOLUME_PROPORTIONAL:Z01:W03,14400.0,14400.0,14597.35166666665,0.0,24,24.0,4
volume_proportional,33226,Operator_17,Z01,VOLUME_PROPORTIONAL:Z01:W01,14400.0,14400.0,14571.768333333343,0.0,24,24.0,4
volume_proportional,33234,Operator_02,Z04,VOLUME_PROPORTIONAL:Z04:W01,14400.0,14400.0,14579.896333333325,0.0,24,24.0,4
volume_proportional,33238,Operator_02,Z02,VOLUME_PROPORTIONAL:Z02:W01,14400.0,14400.0,14609.972666666681,0.0,26,26.0,4
volume_proportional,33247,Operator_14,Z04,VOLUME_PROPORTIONAL:Z04:W02,14400.0,14400.0,14566.68833333334,0.0,24,24.0,4
volume_proportional,33222,Operator_19,Z03,VOLUME_PROPORTIONAL:Z03:W01,14400.0,14548.956333333326,14713.11333333334,148.95633333332626,24,24.0,4
volume_proportional,33242,Operator_14,Z02,VOLUME_PROPORTIONAL:Z02:W02,14400.0,14554.956333333326,14735.973333333348,154.95633333332626,24,24.0,4
volume_proportional,33227,Operator_17,Z01,VOLUME_PROPORTIONAL:Z01:W02,14400.0,14560.036333333328,14723.273333333344,160.036333333328,24,24.0,4
volume_proportional,33248,Operator_02,Z04,VOLUME_PROPORTIONAL:Z04:W02,14400.0,14566.68833333334,14703.500666666665,166.68833333334078,24,24.0,3
volume_proportional,33228,Operator_18,Z01,VOLUME_PROPORTIONAL:Z01:W01,14400.0,14571.768333333343,14715.653333333341,171.76833333334253,24,24.0,4
volume_proportional,33249,Operator_19,Z04,VOLUME_PROPORTIONAL:Z04:W01,14400.0,14579.896333333325,14758.457666666678,179.89633333332495,24,24.0,4
volume_proportional,33229,Operator_14,Z01,VOLUME_PROPORTIONAL:Z01:W03,14400.0,14597.35166666665,14739.78333333335,197.35166666664918,24,24.0,3
volume_proportional,33259,Operator_18,Z02,VOLUME_PROPORTIONAL:Z02:W01,14400.0,14609.972666666681,14769.204666666681,209.9726666666811,24,24.0,4
volume_proportional,33250,Operator_02,Z04,VOLUME_PROPORTIONAL:Z04:W02,14400.0,14703.500666666665,14847.142999999998,303.500666666665,24,24.0,4
volume_proportional,33235,Operator_18,Z03,VOLUME_PROPORTIONAL:Z03:W01,14400.0,14713.11333333334,14897.084999999986,313.11333333334005,24,24.0,4
volume_proportional,33230,Operator_18,Z01,VOLUME_PROPORTIONAL:Z01:W01,14400.0,14715.653333333341,14862.112000000006,315.6533333333409,24,24.0,3
volume_proportional,33231,Operator_19,Z01,VOLUME_PROPORTIONAL:Z01:W02,14400.0,14723.273333333344,14852.925666666672,323.27333333334354,24,24.0,3
volume_proportional,33232,Operator_19,Z01,VOLUME_PROPORTIONAL:Z01:W03,14400.0,14739.78333333335,14884.949333333343,339.7833333333492,24,24.0,3
volume_proportional,33251,Operator_14,Z04,VOLUME_PROPORTIONAL:Z04:W01,14400.0,14758.457666666678,14882.409333333342,358.45766666667805,24,24.0,4
volume_proportional,33252,Operator_18,Z04,VOLUME_PROPORTIONAL:Z04:W02,14400.0,14847.142999999998,15005.44900000001,447.1429999999982,24,24.0,4
volume_proportional,33233,Operator_14,Z01,VOLUME_PROPORTIONAL:Z01:W02,14400.0,14852.925666666672,15031.043666666674,452.92566666667153,24,24.0,4
volume_proportional,33236,Operator_19,Z01,VOLUME_PROPORTIONAL:Z01:W01,14400.0,14862.112000000006,15051.36366666668,462.11200000000645,24,24.0,4
volume_proportional,33253,Operator_02,Z04,VOLUME_PROPORTIONAL:Z04:W01,14400.0,14882.409333333342,15022.15366666667,482.40933333334215,24,24.0,3
volume_proportional,33237,Operator_14,Z01,VOLUME_PROPORTIONAL:Z01:W03,14400.0,14884.949333333343,15048.82366666668,484.949333333343,24,24.0,4
volume_proportional,33254,Operator_02,Z03,VOLUME_PROPORTIONAL:Z03:W01,14400.0,14897.084999999986,15036.123666666675,497.0849999999864,24,24.0,4
volume_proportional,33255,Operator_02,Z04,VOLUME_PROPORTIONAL:Z04:W02,14400.0,15005.44900000001,15127.453333333342,605.4490000000096,24,24.0,3
volume_proportional,33257,Operator_18,Z04,VOLUME_PROPORTIONAL:Z04:W01,14400.0,15022.15366666667,15155.92666666666,622.1536666666707,24,24.0,4
volume_proportional,33239,Operator_18,Z01,VOLUME_PROPORTIONAL:Z01:W02,14400.0,15031.043666666674,15170.364999999993,631.0436666666737,24,24.0,3
volume_proportional,33256,Operator_02,Z03,VOLUME_PROPORTIONAL:Z03:W01,14400.0,15036.123666666675,15172.904999999993,636.1236666666755,24,24.0,3
volume_proportional,33240,Operator_14,Z01,VOLUME_PROPORTIONAL:Z01:W03,14400.0,15048.82366666668,15162.823999999995,648.8236666666799,24,24.0,1
volume_proportional,33241,Operator_19,Z01,VOLUME_PROPORTIONAL:Z01:W01,14400.0,15051.36366666668,15217.538333333328,651.3636666666807,24,24.0,4
volume_proportional,33243,Operator_19,Z01,VOLUME_PROPORTIONAL:Z01:W03,14400.0,15162.823999999995,15338.678999999987,762.8239999999951,24,24.0,4
volume_proportional,33244,Operator_18,Z01,VOLUME_PROPORTIONAL:Z01:W02,14400.0,15170.364999999993,15275.681333333325,770.3649999999925,24,24.0,1
volume_proportional,33258,Operator_02,Z03,VOLUME_PROPORTIONAL:Z03:W01,14400.0,15172.904999999993,15289.541333333333,772.9049999999934,21,21.0,4
volume_proportional,33245,Operator_02,Z01,VOLUME_PROPORTIONAL:Z01:W01,14400.0,15217.538333333328,15341.218999999988,817.5383333333284,22,22.0,3
volume_proportional,33246,Operator_18,Z01,VOLUME_PROPORTIONAL:Z01:W02,14400.0,15275.681333333325,15468.627666666644,875.6813333333248,24,24.0,4
volume_proportional,33262,Operator_19,Z01,VOLUME_PROPORTIONAL:Z01:W03,14400.0,15338.678999999987,15476.23666666664,938.6789999999874,12,12.0,4
